Application_ID,Application_Date,Sanction_Date,Disbursal_Date,Borrower_Name,Age,Gender,Marital_Status,Dependents,PAN,Aadhaar,Mobile,Email,Property_City,Property_State,Property_Pincode,Employment_Type,Employer_Name,Years_With_Employer,Monthly_Income_Stated,Annual_Income_Stated,Actual_Bank_Credit_Monthly,ITR_Income_Last_FY,ITR_Income_Prev_FY,Form16_Available,Loan_Purpose,Property_Type,Market_Value_INR,Loan_Amount_INR,LTV_Ratio,Down_Payment_INR,Down_Payment_Source,Tenure_Years,Interest_Rate_pct,EMI_INR,FOIR,Existing_Monthly_EMI,Co_Applicant,Co_Applicant_Name,Co_Applicant_Annual_Income,CIBIL_Score,Num_Credit_Enquiries_Last_30D,Prev_Loan_Bank,Prev_Default_History,Valuation_Agency,Legal_Opinion,CERSAI_Checked,RERA_Registered,Title_Chain_Clear,EC_Years_Verified,Disbursement_Mode,Broker_Involved,Broker_DSA_Name,First_EMI_Status,DPD_Bucket_Current,Loan_Status,NPA_Date,Fraud_Type,Fraud_Label_01,Anomaly_Notes,Email_Name_Mismatch,Signature_Mismatch,ID_Docs_Altered,Salary_Round_Figure_Flag,PF_Deduction_Missing,Salary_Credited_From_Personal_Acct,ITR_Filed_Just_Before_Application,Month_End_Fund_Parking,Valuation_Inflation_Flag,OC_CC_Available,Disbursement_To_NonSeller_Flag,Legal_Opinion_TAT_Hours,Bank_Statement_Tampered,PDF_Metadata_Anomaly,Borrower_Unreachable,AML_Flag,Loan_Foreclosed_Within_6M,PEP_Involved,Overseas_Wire_Transfer_Detected
HL200907040,28-06-2009,28-07-2009,02-08-2009,Geeta Chopra,59.0,Male,Married,1.0,DCMEI5214W,4291 9124 3742,+91 8219298595,lata499@hotmail.com,Ludhiana,Punjab,769479.0,Self-Employed Professional,Self,8.0,395067,4740804.0,343356.0,5090328.0,3756972.0,,Balance Transfer,Plot+Construction,8260054,6029839,0.73,2230215,Family Gift,6,11.22,115453,0.29,44879,No,,0.0,718.0,2,Canara Bank,,Empanelled Valuer B,Clear,Yes,Yes,Yes,30.0,NEFT to Builder,Yes,DSA/Yadav Associates,Paid,0,NPA,,CLEAN,0,,1,No,No,No,No,No,No,No,No,Yes,No,42,No,No,No,No,No,No,No
HL201308051,24-05-2013,03-06-2013,20-06-2013,Manju Bansal,30.0,Male,Married,4.0,BRFJM9624A,7305 1795 4213,+91 7397811194,manju.bansal@outlook.com,Kolkata,West Bengal,,Self-Employed Professional,Self,18.0,283887,3406644.0,255588.0,3744435.0,3406501.0,,Purchase,Flat/Apartment,24144355,18591153,0.77,5553202,Sale of Asset,22,8.44,155145,0.55,16692,Yes,Mohan Patel,1110240.0,689.0,4,ICICI Bank,,Empanelled Valuer A,Conditional Clear,No,Yes,No,30.0,NEFT to Builder,Yes,DSA/Tripathi Associates,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,44,No,No,No,No,No,No,Yes
HL201400930,24-04-2014,24-05-2014,27-05-2014,Kamla Goel,27.0,Female,Married,4.0,VFIMW7557W,9064 3792 9573,+91 8420336365,kamla.goel@yahoo.com,Bangalore,Karnataka,,Self-Employed Professional,Self,14.0,447136,5365632.0,,5172707.0,4399339.0,,Repair/Renovation,Flat/Apartment,14927378,9553521,0.64,5373857,Family Gift,21,11.8,102662,0.23,47456,Yes,Meena Tripathi,496368.0,753.0,0,IndusInd Bank,1 DPD,Empanelled Valuer A,Clear,Yes,Yes,Yes,27.0,NEFT to Seller,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,49,No,No,No,No,No,No,No
HL201205645,05-12-2012,27-12-2012,01-01-2013,Pooja Tripathi,56.0,Male,Married,1.0,AWWCN9438A,8754 5794 5928,+91 9255329693,pooja_tripathi@yahoo.com,Nagpur,Maharashtra,780083.0,Salaried,Paytm,3.0,44476,533712.0,41387.0,488292.0,439509.0,No,Extension,Flat/Apartment,22392109,17689766,0.79,4702343,Family Gift,18,8.85,164001,3.69,1138,Yes,Vandana Pandey,645408.0,771.0,4,,,Empanelled Valuer A,Conditional Clear,Yes,Not Applicable,Yes,20.0,Cheque,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,41,No,No,No,No,No,No,No
HL201508988,31-12-2015,23-01-2016,05-02-2016,Priya Patil,45.0,Male,Single,3.0,UYKJF4166A,7466 3628 1830,+91 9648848055,,Bangalore,Karnataka,132017.0,Salaried,Cipla,,286395,3436740.0,262524.0,3648363.0,3275417.0,Yes,Repair/Renovation,Plot+Construction,5689083,4096139,0.72,1592944,Own Savings,19,9.9,39926,0.14,2838,Yes,Ravi Iyer,289404.0,783.0,0,PNB,,Empanelled Valuer A,Clear,Yes,Not Applicable,Yes,10.0,NEFT to Seller,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,94,No,No,No,No,No,No,No
HL201305688,21-12-2013,17-01-2014,25-01-2014,Vinod Mishra,29.0,Female,Single,0.0,MTFLU6658B,9636 5389 2612,+91 8332489093,vinod83@outlook.com,Delhi,Delhi,752207.0,Self-Employed Business,Self,8.0,126025,1512300.0,111094.0,1450894.0,1207775.0,,Balance Transfer,Villa,17206734,11184377,0.65,6022357,Third Party,23,8.12,89612,0.71,4762,No,,0.0,716.0,3,ICICI Bank,,Empanelled Valuer A,Clear,Post-Sanction Only,Not Applicable,Yes,21.0,NEFT to Seller,Yes,DSA/Malhotra Associates,Paid,0,NPA,,MULTIPLE_FINANCING,1,Same property pledged to multiple lenders; CERSAI race condition exploited,0,No,No,No,Yes,No,No,No,No,No,No,90,No,No,No,No,No,No,No
HL201902226,23-09-2019,07-10-2019,24-10-2019,Manju Chatterjee,40.0,Female,Married,1.0,PRFGX4665C,,+91 9944466215,manju77@gmail.com,Lucknow,Uttar Pradesh,113649.0,Salaried,Wipro Ltd,16.0,296793,3561516.0,282924.0,3471907.0,3066804.0,Yes,Extension,Flat/Apartment,7627544,5644382,0.74,1983162,Family Gift,21,8.9,49561,0.17,41270,No,,0.0,783.0,1,Yes Bank,Written Off,Empanelled Valuer B,Clear,Post-Sanction Only,Yes,Yes,26.0,NEFT to Builder,No,,Paid,90+,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,64,No,No,No,No,No,No,No
HL200902083,06-10-2009,01-11-2009,16-11-2009,Prakash Yadav,52.0,Female,Married,3.0,NPCRJ8017F,7828 4062 3848,+91 9225234332,,Ghaziabad,Uttar Pradesh,739530.0,Salaried,Swiggy,1.0,115387,1384644.0,105758.0,1450532.0,1357756.0,Yes,Construction,Villa,10548839,6962233,0.66,3586606,Family Gift,26,11.02,67853,0.59,8475,Yes,Vikas Rao,705960.0,740.0,3,HDFC Bank,,Third Party Valuer,Clear,No,No,Yes,11.0,Cash,Yes,DSA/Desai Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,89,No,No,No,No,No,No,No
HL201903316,18-05-2019,03-06-2019,06-06-2019,Meena Shukla,56.0,Female,Single,1.0,WSTUJ3047K,3461 7311 7704,+91 9884172929,mshukla@rediffmail.com,Delhi,Delhi,376510.0,Salaried,Axis Bank,11.0,217466,2609592.0,209346.0,,2398081.0,Yes,Construction,Flat/Apartment,19586263,12535208,0.64,7051055,Sale of Asset,13,9.55,140580,0.65,19931,Yes,Sanjay Nair,404460.0,686.0,0,ICICI Bank,,Empanelled Valuer B,Clear,Yes,Yes,Yes,28.0,NEFT to Seller,Yes,DSA/Gupta Associates,Bounced,0,NPA,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,98,No,No,No,No,No,No,No
HL201400833,15-03-2014,31-03-2014,14-04-2014,Sudha Bhatia,41.0,Other,Single,1.0,POSRG1715Z,,+91 7625436315,sudha18@gmail.com,Kochi,Kerala,128605.0,Salaried,Reliance Industries,5.0,199090,2389080.0,204328.0,2390330.0,2302967.0,,Construction,Plot+Construction,12262682,9319638,0.76,2943044,Sale of Asset,27,9.84,82256,0.41,9648,No,,0.0,711.0,6,ICICI Bank,,Empanelled Valuer A,Clear,Post-Sanction Only,Yes,Yes,11.0,NEFT to Builder,Yes,DSA/Yadav Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,51,No,No,No,No,No,No,No
HL201006440,06-07-2010,03-08-2010,17-08-2010,Pushpa Yadav,37.0,Male,Married,1.0,GIJQL1978H,9405 5101 2885,+91 8967950629,pushpa.yadav@rediffmail.com,Bangalore,Karnataka,403174.0,Self-Employed Business,Self,13.0,104337,1252044.0,102045.0,1219914.0,1219313.0,,Repair/Renovation,Row House,17664593,13778382,0.78,3886211,Own Savings,13,9.72,155889,1.49,4707,Yes,Manish Bose,1112916.0,707.0,0,SBI,,Third Party Valuer,Clear,Post-Sanction Only,Yes,Yes,11.0,NEFT to Builder,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,103,No,No,No,No,No,No,Yes
HL201403137,25-07-2014,01-08-2014,16-08-2014,Rekha Khanna,40.0,Female,Widowed,,WNZSO6021J,4356 8783 4270,+91 9975439554,rkhanna896@yahoo.com,Nagpur,Maharashtra,204402.0,Salaried,Infosys Ltd,13.0,34668,416016.0,32825.0,446507.0,411058.0,No,Purchase,Flat/Apartment,17504913,10853046,0.62,6651867,Own Savings,8,12.07,176810,5.1,818,No,,0.0,770.0,0,Union Bank,,Empanelled Valuer A,Clear,Post-Sanction Only,Yes,,16.0,NEFT to Seller,No,,Paid,61-90,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,65,No,No,No,No,No,No,No
HL201108661,07-05-2011,20-05-2011,08-06-2011,Vandana Sen,60.0,Female,Divorced,0.0,GDWFH5214A,3376 8248 6603,+91 9416540318,vandana.sen503@outlook.com,Indore,Madhya Pradesh,519512.0,Salaried,Flipkart,9.0,84428,1013136.0,78767.0,1095070.0,,Yes,Purchase,Row House,2911967,2213094,0.76,698873,Own Savings,23,10.35,21055,0.25,3287,No,,0.0,709.0,1,Kotak Bank,,Empanelled Valuer B,Conditional Clear,Yes,Not Applicable,Yes,29.0,Cheque,Yes,DSA/Bansal Associates,Delayed,0,NPA,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,47,No,No,No,No,No,No,No
HL201403142,03-12-2014,23-12-2014,10-01-2015,Radha Desai,57.0,Female,Divorced,0.0,HGKIO3473C,6650 5071 7888,+91 7121123117,,Jaipur,Rajasthan,126430.0,Self-Employed Professional,Self,19.0,298759,3585108.0,302373.0,,3457239.0,,Construction,Villa,20275555,13787377,0.68,6488178,Third Party,29,9.68,118450,0.4,33699,Yes,Sanjay Agarwal,522516.0,782.0,0,PNB,,Empanelled Valuer A,Clear,Post-Sanction Only,Not Applicable,No,14.0,NEFT to Seller,No,,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,112,No,No,No,No,No,No,No
HL200506506,16-12-2005,12-01-2006,28-01-2006,Ravi Mishra,33.0,Female,Married,4.0,EBZYU5347U,8386 2144 5908,+91 7034295564,ravimishra@yahoo.com,Ludhiana,Punjab,752513.0,Self-Employed Professional,Self,3.0,272169,3266028.0,242735.0,3260342.0,3215548.0,,Repair/Renovation,Villa,10462045,6695708,0.64,3766337,Own Savings,23,9.44,59518,0.22,33233,Yes,Sunita Malhotra,263448.0,682.0,0,PNB,Written Off,Empanelled Valuer B,Minor Observations,Post-Sanction Only,Yes,Yes,28.0,NEFT to Builder,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,51,No,No,No,No,No,No,No
HL201808572,06-10-2018,20-10-2018,27-10-2018,Sunil Pillai,41.0,Male,Single,1.0,SZDEQ1724X,8421 5091 8994,+91 8030669217,sunil.pillai@outlook.com,Kochi,Kerala,652206.0,Salaried,ONGC,6.0,248602,2983224.0,243999.0,3047256.0,2433649.0,Yes,Construction,Flat/Apartment,7812310,5312370,0.68,2499940,Own Savings,8,7.8,74560,0.3,19996,No,,0.0,717.0,0,Union Bank,,Collusive Valuer,Clear,Yes,Not Applicable,Yes,10.0,NEFT to Builder,Yes,DSA/Dubey Associates,Paid,0,Written Off,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,94,No,No,No,No,No,No,No
HL200407490,06-12-2004,24-12-2004,27-12-2004,Neha Chatterjee,34.0,Male,Married,0.0,RBYFV7068L,4502 7732 5848,+91 8234356795,neha23@gmail.com,Mumbai,Maharashtra,251871.0,Salaried,Bharat Electronics,13.0,77958,935496.0,66495.0,1021995.0,921176.0,Yes,Repair/Renovation,Flat/Apartment,12771595,7790672,0.61,4980923,Unknown,21,11.57,82461,1.06,1516,No,,0.0,681.0,2,ICICI Bank,,Empanelled Valuer A,Clear,Yes,Yes,Yes,13.0,Cash,Yes,DSA/Goel Associates,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,25,No,No,No,No,No,No,No
HL200606356,21-07-2006,30-07-2006,17-08-2006,Mahesh Sinha,62.0,Male,Married,0.0,OJPGO9479J,8797 4154 8005,+91 7012631488,mahesh74@hotmail.com,Bhopal,Madhya Pradesh,723046.0,Salaried,Hindustan Unilever,17.0,228058,2736696.0,202206.0,2771620.0,2450598.0,No,Construction,Flat/Apartment,10051917,7941014,0.79,2110903,Own Savings,16,12.05,93465,0.41,11940,Yes,Girish Tripathi,916596.0,781.0,0,Canara Bank,,Third Party Valuer,Clear,Post-Sanction Only,Yes,Yes,30.0,Cheque,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,117,No,No,No,No,No,No,No
HL201103238,03-11-2011,19-11-2011,,Sanjay Chopra,34.0,,Married,0.0,LBWEE1017N,4574 2913 8875,+91 7748147981,sanjay_chopra535@rediffmail.com,Coimbatore,Tamil Nadu,635345.0,Self-Employed Business,Self,10.0,183291,2199492.0,164931.0,2116728.0,1809363.0,,Purchase,Plot+Construction,20886344,13576123,0.65,7310221,Own Savings,22,9.34,121337,0.66,8099,No,,0.0,729.0,1,Union Bank,2+ DPD,Empanelled Valuer B,Clear,Post-Sanction Only,Yes,Yes,29.0,NEFT to Builder,Yes,DSA/Dubey Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,53,No,No,No,No,No,No,No
HL200709443,20-02-2007,11-03-2007,25-03-2007,Asha Sinha,54.0,,Married,1.0,YAFZM3376X,4499 2960 9569,+91 8369332334,asinha293@gmail.com,Coimbatore,Tamil Nadu,228357.0,Self-Employed Business,Self,13.0,325404,3904848.0,332856.0,3723270.0,3609294.0,,Extension,Villa,5557421,3612323,0.65,1945098,Family Gift,10,10.93,49616,0.15,2739,Yes,Pushpa Jain,459660.0,774.0,0,BOB,,Empanelled Valuer A,Clear,Yes,No,Yes,11.0,NEFT to Builder,Yes,DSA/Mishra Associates,Delayed,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,111,No,No,No,No,No,No,Yes
HL201609330,20-02-2016,03-03-2016,16-03-2016,Sarla Sinha,57.0,Female,Single,4.0,,2399 7957 5585,+91 9443334175,sarla54@yahoo.com,Pune,Maharashtra,117596.0,Self-Employed Business,,7.0,140594,1687128.0,130179.0,1612491.0,1576072.0,,Repair/Renovation,Villa,17171839,11333413,0.66,5838426,Third Party,28,12.43,121194,0.86,12967,Yes,Ashok Dubey,245352.0,698.0,1,IndusInd Bank,,Collusive Valuer,Minor Observations,Yes,Yes,Yes,21.0,NEFT to Seller,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,79,No,No,No,No,No,No,No
HL200802698,22-05-2008,14-06-2008,28-06-2008,Neha Bose,61.0,Male,Single,1.0,HGAXQ2117R,4971 2165 6240,+91 7549165761,anita954@yahoo.com,Bhopal,Madhya Pradesh,540937.0,Salaried,HDFC Bank,19.0,130620,1567440.0,132773.0,1551072.0,1456747.0,Yes,Extension,Independent House,15248632,10826528,0.71,4422104,Own Savings,5,8.25,220820,1.69,11735,No,,0.0,701.0,1,SBI,,Empanelled Valuer A,Minor Observations,Post-Sanction Only,Yes,Yes,11.0,NEFT to Builder,No,,Paid,0,Closed,,CLEAN,0,,1,No,No,No,No,No,No,No,No,Yes,No,67,No,No,No,No,No,No,No
HL202200460,30-07-2022,29-08-2022,16-09-2022,Bharat Goel,38.0,Female,Married,2.0,BGIQD6420Z,4048 4310 6869,+91 9365524554,bgoel@outlook.com,Ludhiana,Punjab,712091.0,Self-Employed Business,Self,2.0,173026,2076312.0,151753.0,1946996.0,1599925.0,,Extension,Plot+Construction,11941257,7403579,0.62,4537678,Family Gift,6,10.75,139974,0.81,13750,No,,,711.0,4,SBI,,Empanelled Valuer B,Clear,Yes,No,Yes,10.0,Cash,Yes,DSA/Kapoor Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,39,No,No,No,No,No,No,No
HL200801227,18-03-2008,03-04-2008,07-04-2008,Savita Joshi,56.0,Male,Married,0.0,MWJFE4265L,5499 1441 6642,+91 9274497914,savita.joshi@rediffmail.com,Bhopal,Madhya Pradesh,277773.0,Self-Employed Professional,Self,16.0,484868,5818416.0,462133.0,5954622.0,5003966.0,,Purchase,Flat/Apartment,19280216,12532140,0.65,6748076,Own Savings,16,7.78,114301,0.24,58384,No,,0.0,736.0,1,SBI,,Empanelled Valuer A,Clear,No,Not Applicable,Yes,24.0,NEFT to Builder,No,,Paid,0,Closed,,OCCUPANCY_FRAUD,1,Borrower office 75km+ from property; existing residence matches workplace; insurance policy = commercial landlord type,0,No,No,No,No,No,No,No,No,Yes,No,92,No,No,No,No,No,Yes,No
HL202100358,31-07-2021,23-08-2021,27-08-2021,Alok Goel,50.0,Female,Married,3.0,QQRDR4393B,9977 7401 2877,+91 7796582726,agoel@rediffmail.com,Indore,Madhya Pradesh,479429.0,Salaried,Infosys Ltd,12.0,216199,2594388.0,185747.0,2353205.0,2162468.0,Yes,Balance Transfer,Flat/Apartment,17014817,11059631,0.65,5955186,Own Savings,9,8.16,144901,0.67,25529,No,,0.0,791.0,2,BOB,,Empanelled Valuer A,Clear,Yes,Yes,Yes,14.0,NEFT to Seller,Yes,DSA/Desai Associates,Bounced,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,113,No,No,No,No,No,No,No
HL202304170,02-07-2023,25-07-2023,31-07-2023,Anita Gupta,36.0,Male,Single,2.0,WFZOI2403E,9846 1715 1411,+91 8285964780,anita.gupta@gmail.com,Bhopal,Madhya Pradesh,289857.0,Salaried,Reliance Industries,2.0,296755,3561060.0,307687.0,3847857.0,3232812.0,No,Repair/Renovation,Plot+Construction,22085664,14134824,0.64,7950840,Own Savings,15,9.88,150857,0.51,25653,Yes,Geeta Chatterjee,674088.0,717.0,2,,,Empanelled Valuer A,Conditional Clear,Yes,Yes,Yes,13.0,NEFT to Seller,No,,Delayed,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,57,No,No,No,No,No,No,No
HL202008236,10-03-2020,22-03-2020,11-04-2020,Suresh Malhotra,32.0,Female,Married,2.0,XUDIT2868V,5590 4669 5673,+91 9097678285,sureshmalhotra@hotmail.com,Kolkata,West Bengal,518654.0,Salaried,Axis Bank,20.0,197741,2372892.0,192443.0,2581015.0,2149026.0,No,Balance Transfer,Villa,20439331,12467991,0.61,7971340,Unknown,30,10.91,117888,0.6,2017,Yes,Alok Pillai,319980.0,,0,Union Bank,,Empanelled Valuer B,Adverse,Post-Sanction Only,Yes,Yes,11.0,NEFT to Builder,Yes,DSA/Nair Associates,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,49,No,No,No,No,No,No,No
HL202104131,09-08-2021,01-09-2021,05-09-2021,Jyoti Sharma,24.0,Female,Married,0.0,QSFLL1430V,,+91 7720964946,jyoti.sharma@rediffmail.com,Bangalore,Karnataka,425594.0,Self-Employed Business,Self,12.0,118142,1417704.0,104844.0,1476844.0,1068443.0,,Balance Transfer,Villa,5147709,3757827,0.73,1389882,Own Savings,23,8.96,32189,0.27,6044,Yes,Priya Roy,518448.0,698.0,6,,,Collusive Valuer,Clear,Yes,Yes,No,20.0,NEFT to Builder,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,25,No,No,No,No,No,No,No
HL202105224,08-04-2021,29-04-2021,05-05-2021,Radha Nair,61.0,Female,Single,2.0,IHCQX8158T,3850 5631 6249,+91 9176875683,radhanair@outlook.com,Jaipur,Rajasthan,184315.0,Salaried,Bharat Electronics,17.0,166686,2000232.0,148628.0,2112561.0,1623406.0,Yes,Purchase,Independent House,21772717,13499084,0.62,8273633,Own Savings,6,8.99,243261,1.46,228,Yes,Meena Chauhan,505992.0,781.0,0,PNB,,Empanelled Valuer B,Conditional Clear,Yes,Not Applicable,Yes,11.0,NEFT to Builder,No,,Delayed,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,55,No,No,No,No,No,No,No
HL201307924,15-01-2013,26-01-2013,04-02-2013,Mohan Roy,28.0,Male,Single,3.0,OWPGL8303F,2342 2188 7459,,mroy@rediffmail.com,Bangalore,Karnataka,512111.0,Salaried,ITC Ltd,19.0,239822,2877864.0,209257.0,2848026.0,2776445.0,Yes,Construction,Villa,4875478,3754118,0.77,1121360,Family Gift,7,7.81,58157,0.24,11059,No,,0.0,795.0,0,ICICI Bank,,Empanelled Valuer A,Clear,Post-Sanction Only,Yes,Yes,30.0,NEFT to Seller,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,101,No,No,No,No,No,No,No
HL200609573,02-10-2006,15-10-2006,25-10-2006,Vinod Yadav,55.0,Female,Single,4.0,QDPVR3221H,9128 3243 4116,+91 7665011257,vinod56@gmail.com,Ludhiana,Punjab,315795.0,Self-Employed Business,Self,20.0,380244,4562928.0,358118.0,,,,Extension,Row House,9139159,6854369,0.75,2284790,Third Party,11,9.16,82590,0.22,47291,No,,0.0,682.0,6,ICICI Bank,,Empanelled Valuer A,Minor Observations,Yes,Yes,Yes,,Cash,Yes,DSA/Khanna Associates,Paid,0,NPA,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,92,No,No,No,No,No,No,No
HL201409002,15-12-2014,09-01-2015,15-01-2015,Mahesh Yadav,53.0,Female,Single,3.0,SHAKI6260X,2054 9208 1829,+91 8314167992,maheshyadav@hotmail.com,Bangalore,Karnataka,287194.0,Salaried,Bajaj Auto,18.0,823189,9878268.0,,3378488.0,2993643.0,No,Extension,Independent House,4698451,3335900,0.71,1362551,Family Gift,23,11.94,35501,0.13,3102,No,,0.0,772.0,0,,,Empanelled Valuer A,Clear,Yes,Yes,Yes,28.0,NEFT to Builder,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,41,No,No,No,No,No,No,No
HL201000793,23-06-2010,16-07-2010,28-07-2010,Dinesh Tiwari,,Female,Married,4.0,FMHXJ1757C,6470 2505 5633,+91 9655967648,dtiwari@yahoo.com,Visakhapatnam,Andhra Pradesh,242480.0,Government,Paytm,4.0,76685,920220.0,74230.0,964405.0,722419.0,Yes,Balance Transfer,Plot+Construction,10364824,7773618,0.75,2591206,Own Savings,8,7.6,108319,1.41,6409,No,,0.0,698.0,0,HDFC Bank,,Empanelled Valuer B,Clear,Yes,Yes,Yes,27.0,Cash,Yes,DSA/Yadav Associates,Delayed,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,82,No,No,No,No,No,No,No
HL201108781,19-11-2011,28-11-2011,01-12-2011,Kiran Roy,39.0,Female,Married,3.0,NLNUI6376Z,6045 1555 5295,+91 9344675659,kiran.roy404@outlook.com,Jaipur,Rajasthan,266565.0,Government,Coal India,15.0,140415,1684980.0,126365.0,1591659.0,1527031.0,No,Extension,Villa,22578161,15127367,0.67,7450794,Own Savings,23,8.71,127063,0.9,9359,No,,0.0,717.0,0,HDFC Bank,,Empanelled Valuer B,Clear,Yes,Not Applicable,No,26.0,NEFT to Seller,Yes,DSA/Bose Associates,Paid,90+,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,85,No,No,No,No,No,No,No
HL202309466,13-04-2023,22-04-2023,12-05-2023,Jyoti Singh,47.0,Female,Married,2.0,GBVWQ3449E,4006 9767 9056,+91 9627956870,jyoti_singh@gmail.com,Patna,Bihar,586768.0,Self-Employed Professional,Self,20.0,326396,3916752.0,334925.0,3570880.0,,,Extension,Flat/Apartment,4771416,3005992,0.63,1765424,Own Savings,5,11.81,66578,0.2,25647,No,,0.0,687.0,2,ICICI Bank,,Empanelled Valuer A,Clear,Yes,Not Applicable,No,23.0,Cheque,Yes,DSA/Iyer Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,41,No,No,No,No,No,No,No
HL200608394,13-06-2006,02-07-2006,06-07-2006,Sunita Reddy,35.0,Male,Married,3.0,XSKDT5164I,7420 8526 2572,+91 8824155404,,Coimbatore,Tamil Nadu,202584.0,Salaried,Indian Oil Corporation,17.0,224949,2699388.0,199928.0,2797199.0,2144564.0,Yes,Extension,Villa,23478733,14791601,0.63,8687132,Own Savings,28,11.29,145418,0.65,9428,Yes,Neha Roy,1056960.0,727.0,4,BOB,,Third Party Valuer,Clear,Post-Sanction Only,Yes,Yes,15.0,Cheque,Yes,DSA/Kapoor Associates,Paid,61-90,NPA,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,90,No,No,No,No,No,No,No
HL200907040,28-06-2009,28-07-2009,02-08-2009,Geeta Chopra,59.0,Male,Married,1.0,DCMEI5214W,4291 9124 3742,+91 8219298595,lata499@hotmail.com,Ludhiana,Punjab,769479.0,Self-Employed Professional,Self,8.0,395067,4740804.0,343356.0,5090328.0,3756972.0,,Balance Transfer,Plot+Construction,8260054,6029839,0.73,2230215,Family Gift,6,11.22,115453,0.29,44879,No,,0.0,718.0,2,Canara Bank,,Empanelled Valuer B,Clear,Yes,Yes,Yes,30.0,NEFT to Builder,Yes,DSA/Yadav Associates,Paid,0,NPA,,CLEAN,0,,1,No,No,No,No,No,No,No,No,Yes,No,42,No,No,No,No,No,No,No
HL202100487,11-08-2021,20-08-2021,09-09-2021,Pooja Verma,28.0,Female,Single,0.0,FQNVN1945M,2702 6272 9002,+91 8114724113,pooja_verma@rediffmail.com,Ghaziabad,Uttar Pradesh,526850.0,Salaried,Wipro Ltd,1.0,254757,,252880.0,2967228.0,2980818.0,Yes,Extension,Plot+Construction,8302116,5396375,0.65,2905741,Family Gift,8,10.66,83782,0.33,3385,No,,0.0,760.0,1,Union Bank,,Empanelled Valuer B,Clear,Post-Sanction Only,Yes,Partial,28.0,NEFT to Builder,No,,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,28,No,No,No,No,No,No,No
HL200806886,06-03-2008,19-03-2008,02-04-2008,Usha Shah,57.0,Male,Married,2.0,DGXRE9960C,,+91 7408264192,usha.shah@gmail.com,Pune,Maharashtra,618742.0,Salaried,Infinity Tech Solutions,20.0,573711,6884532.0,287872.0,6352677.0,5780949.0,Yes,Purchase,Flat/Apartment,21144326,15646801,0.74,5497525,Own Savings,10,12.45,228575,0.4,32038,No,,,706.0,0,Kotak Bank,,Collusive Valuer,Minor Observations,Post-Sanction Only,No,Yes,,NEFT to Builder,No,,Paid,0,Closed,,INCOME_FRAUD,1,Inflated CTC; employer phone resolves to mobile; ITR XML hash mismatch suspected,0,No,No,No,Yes,No,Yes,Yes,No,Yes,No,13,No,No,Yes,Yes,No,No,No
